,Order ID,Order Status,Category Name,Total Cost Price,Total Price,Sub Total,Payment Method,Customer ID,Redeemed Loyalty Points,Consumed Loyalty Points,Last Used Platform,Created At,Loyalty Points,Task_ID,Task_Type,Rating,Grossmargin,net_revenue,COMPLETED,DISPATCHED,ORDERED,Salt & Seasoning,Vegetables,Rice & Cereals,Cooking Fat & Oil,Noodles & Spaghetti,Packaging,Beverages,Spreads,Cleaning & Hygiene,Beer & Bitters,Wine
10,11261796,DISPATCHED,Flour & Sugar,101850,104250,104575,CASH,4420776,-,-,WEB,2021-10-15T09:04:16.000Z,5570,368012178,Delivery,0,3.70144877604508,387079.00575491425,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11,11261796,DISPATCHED,Flour & Sugar,101850,104250,104575,CASH,4420776,-,-,WEB,2021-10-15T09:04:16.000Z,5570,368012178,Delivery,0,3.70144877604508,387079.00575491425,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12,11261796,DISPATCHED,Spreads,300,325,104575,CASH,4420776,-,-,WEB,2021-10-15T09:04:16.000Z,5570,368012178,Delivery,0,3.70144877604508,387079.00575491425,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13,11261796,DISPATCHED,Spreads,300,325,104575,CASH,4420776,-,-,WEB,2021-10-15T09:04:16.000Z,5570,368012178,Delivery,0,3.70144877604508,387079.00575491425,0,1,0,0,0,0,0,0,0,0,0,1,0,0
14,11222519,COMPLETED,Flour & Sugar,101850,104250,108100,CASH,4420776,-,216,WEB,2021-10-15T09:04:16.000Z,5570,366983920,Delivery,0,3.70144877604508,400126.61269047315,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15,11222519,COMPLETED,Flour & Sugar,101850,104250,108100,CASH,4420776,-,216,WEB,2021-10-15T09:04:16.000Z,5570,366983920,Delivery,0,3.70144877604508,400126.61269047315,1,0,0,0,0,0,1,0,0,0,0,0,0,0
16,11222519,COMPLETED,Flour & Sugar,101850,104250,108100,CASH,4420776,-,216,WEB,2021-10-15T09:04:16.000Z,5570,366983920,Delivery,0,3.70144877604508,400126.61269047315,1,0,0,0,0,0,1,0,0,0,0,0,0,0
17,11222519,COMPLETED,Flour & Sugar,1000,1100,108100,CASH,4420776,-,216,WEB,2021-10-15T09:04:16.000Z,5570,366983920,Delivery,0,3.70144877604508,400126.61269047315,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18,11222519,COMPLETED,Flour & Sugar,1000,1100,108100,CASH,4420776,-,216,WEB,2021-10-15T09:04:16.000Z,5570,366983920,Delivery,0,3.70144877604508,400126.61269047315,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19,11222519,COMPLETED,Flour & Sugar,1000,1100,108100,CASH,4420776,-,216,WEB,2021-10-15T09:04:16.000Z,5570,366983920,Delivery,0,3.70144877604508,400126.61269047315,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20,11222519,COMPLETED,Flour & Sugar,2650,2750,108100,CASH,4420776,-,216,WEB,2021-10-15T09:04:16.000Z,5570,366983920,Delivery,0,3.70144877604508,400126.61269047315,1,0,0,0,0,0,1,0,0,0,0,0,0,0
21,11222519,COMPLETED,Flour & Sugar,2650,2750,108100,CASH,4420776,-,216,WEB,2021-10-15T09:04:16.000Z,5570,366983920,Delivery,0,3.70144877604508,400126.61269047315,1,0,0,0,0,0,1,0,0,0,0,0,0,0
22,11222519,COMPLETED,Flour & Sugar,2650,2750,108100,CASH,4420776,-,216,WEB,2021-10-15T09:04:16.000Z,5570,366983920,Delivery,0,3.70144877604508,400126.61269047315,1,0,0,0,0,0,1,0,0,0,0,0,0,0
23,11109228,COMPLETED,Flour & Sugar,101850,105000,105000,CASH,4420776,150,210,WEB,2021-10-15T09:04:16.000Z,5570,364708379,Delivery,0,3.70144877604508,388652.12148473336,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24,11000779,COMPLETED,Flour & Sugar,81480,84000,84000,CASH,4420776,100,168,WEB,2021-10-15T09:04:16.000Z,5570,362926779,Delivery,0,3.70144877604508,310921.6971877867,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25,10960903,COMPLETED,Flour & Sugar,60810,62550,62550,CASH,4420776,-,125,WEB,2021-10-15T09:04:16.000Z,5570,362414277,Delivery,0,3.70144877604508,231525.6209416197,1,0,0,0,0,0,1,0,0,0,0,0,0,0
26,10867381,COMPLETED,Flour & Sugar,60810,62550,62550,CASH,4420776,-,125,WEB,2021-10-15T09:04:16.000Z,5570,361110908,Delivery,0,3.70144877604508,231525.6209416197,1,0,0,0,0,0,1,0,0,0,0,0,0,0
27,10813131,COMPLETED,Flour & Sugar,81800,83400,83400,CASH,4420776,-,166,WEB,2021-10-15T09:04:16.000Z,5570,359930529,Delivery,0,3.70144877604508,308700.82792215963,1,0,0,0,0,0,1,0,0,0,0,0,0,0
28,10754501,CANCELLED,Flour & Sugar,81800,83400,83400,CASH,4420776,-,-,WEB,2021-10-15T09:04:16.000Z,5570,358879058,Delivery,0,3.70144877604508,308700.82792215963,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,10754458,ORDERED,Flour & Sugar,61350,62550,62550,CASH,4420776,-,-,WEB,2021-10-15T09:04:16.000Z,5570,358878041,Delivery,0,3.70144877604508,231525.6209416197,0,0,1,0,0,0,1,0,0,0,0,0,0,0
30,10682289,COMPLETED,Flour & Sugar,122700,125100,125100,CASH,4420776,-,250,WEB,2021-10-15T09:04:16.000Z,5570,357155739,Delivery,0,3.70144877604508,463051.2418832394,1,0,0,0,0,0,1,0,0,0,0,0,0,0
31,10622854,COMPLETED,Flour & Sugar,102250,104250,104250,CASH,4420776,-,208,WEB,2021-10-15T09:04:16.000Z,5570,356028301,Delivery,0,3.70144877604508,385876.0349026996,1,0,0,0,0,0,1,0,0,0,0,0,0,0
32,10563513,COMPLETED,Flour & Sugar,143150,145950,145950,CASH,4420776,-,291,WEB,2021-10-15T09:04:16.000Z,5570,354617459,Delivery,0,3.70144877604508,540226.4488637794,1,0,0,0,0,0,1,0,0,0,0,0,0,0
33,10434121,COMPLETED,Flour & Sugar,81680,83400,83400,CASH,4420776,-,166,WEB,2021-10-15T09:04:16.000Z,5570,351810269,Delivery,0,3.70144877604508,308700.82792215963,1,0,0,0,0,0,1,0,0,0,0,0,0,0
34,11261341,ORDERED,Spreads,1800,1950,87550,CASH,5156201,-,-,WEB,2022-02-09T21:07:10.000Z,0,367999205,Delivery,0,3.70144877604508,324061.84034274676,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35,11261341,ORDERED,Spreads,1800,1950,87550,CASH,5156201,-,-,WEB,2022-02-09T21:07:10.000Z,0,367999205,Delivery,0,3.70144877604508,324061.84034274676,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36,11261341,ORDERED,Spreads,1800,1950,87550,CASH,5156201,-,-,WEB,2022-02-09T21:07:10.000Z,0,367999205,Delivery,0,3.70144877604508,324061.84034274676,0,0,1,0,0,0,0,0,0,0,0,1,0,0
37,11261341,ORDERED,Flour & Sugar,81480,83400,87550,CASH,5156201,-,-,WEB,2022-02-09T21:07:10.000Z,0,367999205,Delivery,0,3.70144877604508,324061.84034274676,0,0,1,0,0,0,1,0,0,0,0,0,0,0
38,11261341,ORDERED,Flour & Sugar,81480,83400,87550,CASH,5156201,-,-,WEB,2022-02-09T21:07:10.000Z,0,367999205,Delivery,0,3.70144877604508,324061.84034274676,0,0,1,0,0,0,1,0,0,0,0,0,0,0
39,11261341,ORDERED,Flour & Sugar,81480,83400,87550,CASH,5156201,-,-,WEB,2022-02-09T21:07:10.000Z,0,367999205,Delivery,0,3.70144877604508,324061.84034274676,0,0,1,0,0,0,1,0,0,0,0,0,0,0
40,11261341,ORDERED,Flour & Sugar,2000,2200,87550,CASH,5156201,-,-,WEB,2022-02-09T21:07:10.000Z,0,367999205,Delivery,0,3.70144877604508,324061.84034274676,0,0,1,0,0,0,1,0,0,0,0,0,0,0
41,11261341,ORDERED,Flour & Sugar,2000,2200,87550,CASH,5156201,-,-,WEB,2022-02-09T21:07:10.000Z,0,367999205,Delivery,0,3.70144877604508,324061.84034274676,0,0,1,0,0,0,1,0,0,0,0,0,0,0
42,11261341,ORDERED,Flour & Sugar,2000,2200,87550,CASH,5156201,-,-,WEB,2022-02-09T21:07:10.000Z,0,367999205,Delivery,0,3.70144877604508,324061.84034274676,0,0,1,0,0,0,1,0,0,0,0,0,0,0
43,11122835,ORDERED,Flour & Sugar,61110,63000,63000,CASH,5156201,-,-,WEB,2022-02-09T21:07:10.000Z,0,364986108,Delivery,0,3.70144877604508,233191.27289084005,0,0,1,0,0,0,1,0,0,0,0,0,0,0
44,11260766,COMPLETED,Flour & Sugar,101850,104250,105350,CASH,4144068,-,210,WEB,2021-08-21T18:30:10.000Z,3785,367984410,Delivery,0,3.70144877604508,389947.62855634914,1,0,0,0,0,0,1,0,0,0,0,0,0,0
45,11260766,COMPLETED,Flour & Sugar,101850,104250,105350,CASH,4144068,-,210,WEB,2021-08-21T18:30:10.000Z,3785,367984410,Delivery,0,3.70144877604508,389947.62855634914,1,0,0,0,0,0,1,0,0,0,0,0,0,0
46,11260766,COMPLETED,Flour & Sugar,1000,1100,105350,CASH,4144068,-,210,WEB,2021-08-21T18:30:10.000Z,3785,367984410,Delivery,0,3.70144877604508,389947.62855634914,1,0,0,0,0,0,1,0,0,0,0,0,0,0
47,11260766,COMPLETED,Flour & Sugar,1000,1100,105350,CASH,4144068,-,210,WEB,2021-08-21T18:30:10.000Z,3785,367984410,Delivery,0,3.70144877604508,389947.62855634914,1,0,0,0,0,0,1,0,0,0,0,0,0,0
48,11206383,COMPLETED,Flour & Sugar,183330,187650,207250,CASH,4144068,300,414,WEB,2021-08-21T18:30:10.000Z,3785,366713784,Delivery,0,3.70144877604508,767125.2588353428,1,0,0,0,0,0,1,0,0,0,0,0,0,0
49,11206383,COMPLETED,Flour & Sugar,183330,187650,207250,CASH,4144068,300,414,WEB,2021-08-21T18:30:10.000Z,3785,366713784,Delivery,0,3.70144877604508,767125.2588353428,1,0,0,0,0,0,1,0,0,0,0,0,0,0
50,11206383,COMPLETED,Flour & Sugar,183330,187650,207250,CASH,4144068,300,414,WEB,2021-08-21T18:30:10.000Z,3785,366713784,Delivery,0,3.70144877604508,767125.2588353428,1,0,0,0,0,0,1,0,0,0,0,0,0,0
51,11206383,COMPLETED,Flour & Sugar,1000,1100,207250,CASH,4144068,300,414,WEB,2021-08-21T18:30:10.000Z,3785,366713784,Delivery,0,3.70144877604508,767125.2588353428,1,0,0,0,0,0,1,0,0,0,0,0,0,0
52,11206383,COMPLETED,Flour & Sugar,1000,1100,207250,CASH,4144068,300,414,WEB,2021-08-21T18:30:10.000Z,3785,366713784,Delivery,0,3.70144877604508,767125.2588353428,1,0,0,0,0,0,1,0,0,0,0,0,0,0
53,11206383,COMPLETED,Flour & Sugar,1000,1100,207250,CASH,4144068,300,414,WEB,2021-08-21T18:30:10.000Z,3785,366713784,Delivery,0,3.70144877604508,767125.2588353428,1,0,0,0,0,0,1,0,0,0,0,0,0,0
54,11206383,COMPLETED,Spreads,17000,18500,207250,CASH,4144068,300,414,WEB,2021-08-21T18:30:10.000Z,3785,366713784,Delivery,0,3.70144877604508,767125.2588353428,1,0,0,0,0,0,0,0,0,0,0,1,0,0
55,11206383,COMPLETED,Spreads,17000,18500,207250,CASH,4144068,300,414,WEB,2021-08-21T18:30:10.000Z,3785,366713784,Delivery,0,3.70144877604508,767125.2588353428,1,0,0,0,0,0,0,0,0,0,0,1,0,0
56,11206383,COMPLETED,Spreads,17000,18500,207250,CASH,4144068,300,414,WEB,2021-08-21T18:30:10.000Z,3785,366713784,Delivery,0,3.70144877604508,767125.2588353428,1,0,0,0,0,0,0,0,0,0,0,1,0,0
57,11200359,CANCELLED,Flour & Sugar,101850,104250,105350,CASH,4144068,-,-,WEB,2021-08-21T18:30:10.000Z,3785,366524315,Delivery,0,3.70144877604508,389947.62855634914,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58,11200359,CANCELLED,Flour & Sugar,101850,104250,105350,CASH,4144068,-,-,WEB,2021-08-21T18:30:10.000Z,3785,366524315,Delivery,0,3.70144877604508,389947.62855634914,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,11200359,CANCELLED,Flour & Sugar,1000,1100,105350,CASH,4144068,-,-,WEB,2021-08-21T18:30:10.000Z,3785,366524315,Delivery,0,3.70144877604508,389947.62855634914,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60,11200359,CANCELLED,Flour & Sugar,1000,1100,105350,CASH,4144068,-,-,WEB,2021-08-21T18:30:10.000Z,3785,366524315,Delivery,0,3.70144877604508,389947.62855634914,0,0,0,0,0,0,1,0,0,0,0,0,0,0
61,11146032,COMPLETED,Flour & Sugar,101850,104250,104250,CASH,4144068,-,208,WEB,2021-08-21T18:30:10.000Z,3785,365537751,Delivery,0,3.70144877604508,385876.0349026996,1,0,0,0,0,0,1,0,0,0,0,0,0,0
62,11071815,COMPLETED,Flour & Sugar,101850,105000,105000,CASH,4144068,100,210,WEB,2021-08-21T18:30:10.000Z,3785,363869838,Delivery,0,3.70144877604508,388652.12148473336,1,0,0,0,0,0,1,0,0,0,0,0,0,0
63,11019742,COMPLETED,Flour & Sugar,101850,105000,105000,CASH,4144068,-,210,WEB,2021-08-21T18:30:10.000Z,3785,363167741,Delivery,0,3.70144877604508,388652.12148473336,1,0,0,0,0,0,1,0,0,0,0,0,0,0
64,10951106,COMPLETED,Flour & Sugar,121620,125100,125100,CASH,4144068,-,250,WEB,2021-08-21T18:30:10.000Z,3785,362290089,Delivery,0,3.70144877604508,463051.2418832394,1,0,0,0,0,0,1,0,0,0,0,0,0,0
65,10910298,ORDERED,Flour & Sugar,101350,104250,104250,CASH,4144068,-,-,WEB,2021-08-21T18:30:10.000Z,3785,361810218,Delivery,0,3.70144877604508,385876.0349026996,0,0,1,0,0,0,1,0,0,0,0,0,0,0
66,10814075,COMPLETED,Flour & Sugar,102250,104250,104250,CASH,4144068,-,208,WEB,2021-08-21T18:30:10.000Z,3785,359978428,Delivery,0,3.70144877604508,385876.0349026996,1,0,0,0,0,0,1,0,0,0,0,0,0,0
67,10733841,COMPLETED,Flour & Sugar,102250,104250,104250,CASH,4144068,250,208,WEB,2021-08-21T18:30:10.000Z,3785,358394471,Delivery,0,3.70144877604508,385876.0349026996,1,0,0,0,0,0,1,0,0,0,0,0,0,0
68,10623427,COMPLETED,Flour & Sugar,102250,104250,104250,CASH,4144068,-,208,WEB,2021-08-21T18:30:10.000Z,3785,356043233,Delivery,0,3.70144877604508,385876.0349026996,1,0,0,0,0,0,1,0,0,0,0,0,0,0
69,10568067,COMPLETED,Flour & Sugar,102250,104250,104250,CASH,4144068,-,208,WEB,2021-08-21T18:30:10.000Z,3785,354756073,Delivery,0,3.70144877604508,385876.0349026996,1,0,0,0,0,0,1,0,0,0,0,0,0,0
70,10432753,COMPLETED,Flour & Sugar,40840,42100,42100,CASH,4144068,-,84,WEB,2021-08-21T18:30:10.000Z,3785,351795489,Delivery,0,3.70144877604508,155830.99347149787,1,0,0,0,0,0,1,0,0,0,0,0,0,0
71,11260736,ORDERED,Flour & Sugar,40740,41700,42350,CASH,4417949,-,-,WEB,2021-10-14T20:26:58.000Z,3591,367983493,Delivery,0,3.70144877604508,156756.35566550912,0,0,1,0,0,0,1,0,0,0,0,0,0,0
72,11260736,ORDERED,Flour & Sugar,40740,41700,42350,CASH,4417949,-,-,WEB,2021-10-14T20:26:58.000Z,3591,367983493,Delivery,0,3.70144877604508,156756.35566550912,0,0,1,0,0,0,1,0,0,0,0,0,0,0
73,11260736,ORDERED,Spreads,600,650,42350,CASH,4417949,-,-,WEB,2021-10-14T20:26:58.000Z,3591,367983493,Delivery,0,3.70144877604508,156756.35566550912,0,0,1,0,0,0,0,0,0,0,0,1,0,0
74,11260736,ORDERED,Spreads,600,650,42350,CASH,4417949,-,-,WEB,2021-10-14T20:26:58.000Z,3591,367983493,Delivery,0,3.70144877604508,156756.35566550912,0,0,1,0,0,0,0,0,0,0,0,1,0,0
75,11244552,COMPLETED,Flour & Sugar,81480,83400,106100,CASH,4417949,40,212,WEB,2021-10-14T20:26:58.000Z,3591,367582359,Delivery,0,3.70144877604508,392723.715138383,1,0,0,0,0,0,1,0,0,0,0,0,0,0
76,11244552,COMPLETED,Flour & Sugar,81480,83400,106100,CASH,4417949,40,212,WEB,2021-10-14T20:26:58.000Z,3591,367582359,Delivery,0,3.70144877604508,392723.715138383,1,0,0,0,0,0,1,0,0,0,0,0,0,0
77,11244552,COMPLETED,Flour & Sugar,21900,22700,106100,CASH,4417949,40,212,WEB,2021-10-14T20:26:58.000Z,3591,367582359,Delivery,0,3.70144877604508,392723.715138383,1,0,0,0,0,0,1,0,0,0,0,0,0,0
78,11244552,COMPLETED,Flour & Sugar,21900,22700,106100,CASH,4417949,40,212,WEB,2021-10-14T20:26:58.000Z,3591,367582359,Delivery,0,3.70144877604508,392723.715138383,1,0,0,0,0,0,1,0,0,0,0,0,0,0
79,11243643,CANCELLED,Flour & Sugar,81480,83400,84050,CASH,4417949,-,-,WEB,2021-10-14T20:26:58.000Z,3591,367558560,Delivery,0,3.70144877604508,311106.76962658897,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80,11243643,CANCELLED,Flour & Sugar,81480,83400,84050,CASH,4417949,-,-,WEB,2021-10-14T20:26:58.000Z,3591,367558560,Delivery,0,3.70144877604508,311106.76962658897,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81,11243643,CANCELLED,Spreads,600,650,84050,CASH,4417949,-,-,WEB,2021-10-14T20:26:58.000Z,3591,367558560,Delivery,0,3.70144877604508,311106.76962658897,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82,11243643,CANCELLED,Spreads,600,650,84050,CASH,4417949,-,-,WEB,2021-10-14T20:26:58.000Z,3591,367558560,Delivery,0,3.70144877604508,311106.76962658897,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83,11200336,CANCELLED,Flour & Sugar,81480,83400,106100,CASH,4417949,-,-,WEB,2021-10-14T20:26:58.000Z,3591,366524007,Delivery,0,3.70144877604508,392723.715138383,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84,11200336,CANCELLED,Flour & Sugar,81480,83400,106100,CASH,4417949,-,-,WEB,2021-10-14T20:26:58.000Z,3591,366524007,Delivery,0,3.70144877604508,392723.715138383,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85,11200336,CANCELLED,Flour & Sugar,21900,22700,106100,CASH,4417949,-,-,WEB,2021-10-14T20:26:58.000Z,3591,366524007,Delivery,0,3.70144877604508,392723.715138383,0,0,0,0,0,0,1,0,0,0,0,0,0,0
86,11200336,CANCELLED,Flour & Sugar,21900,22700,106100,CASH,4417949,-,-,WEB,2021-10-14T20:26:58.000Z,3591,366524007,Delivery,0,3.70144877604508,392723.715138383,0,0,0,0,0,0,1,0,0,0,0,0,0,0
87,11167437,COMPLETED,Flour & Sugar,40740,41700,41700,CASH,4417949,-,83,WEB,2021-10-14T20:26:58.000Z,3591,365942196,Delivery,0,3.70144877604508,154350.41396107982,1,0,0,0,0,0,1,0,0,0,0,0,0,0
88,11146055,COMPLETED,Flour & Sugar,40740,41700,41700,CASH,4417949,-,83,WEB,2021-10-14T20:26:58.000Z,3591,365538417,Delivery,0,3.70144877604508,154350.41396107982,1,0,0,0,0,0,1,0,0,0,0,0,0,0
89,11110283,COMPLETED,Flour & Sugar,81480,84000,84000,CASH,4417949,80,168,WEB,2021-10-14T20:26:58.000Z,3591,364754687,Delivery,0,3.70144877604508,310921.6971877867,1,0,0,0,0,0,1,0,0,0,0,0,0,0
90,11095560,COMPLETED,Flour & Sugar,40740,42000,42000,CASH,4417949,100,84,WEB,2021-10-14T20:26:58.000Z,3591,364420940,Delivery,0,3.70144877604508,155460.84859389334,1,0,0,0,0,0,1,0,0,0,0,0,0,0
91,11071619,COMPLETED,Flour & Sugar,81480,84000,84000,CASH,4417949,160,168,WEB,2021-10-14T20:26:58.000Z,3591,363868261,Delivery,0,3.70144877604508,310921.6971877867,1,0,0,0,0,0,1,0,0,0,0,0,0,0
92,11037726,COMPLETED,Flour & Sugar,61110,63000,63000,CASH,4417949,120,126,WEB,2021-10-14T20:26:58.000Z,3591,363372309,Delivery,0,3.70144877604508,233191.27289084005,1,0,0,0,0,0,1,0,0,0,0,0,0,0
93,10984637,ORDERED,Flour & Sugar,40740,42000,42000,CASH,4417949,120,-,WEB,2021-10-14T20:26:58.000Z,3591,362720740,Delivery,0,3.70144877604508,155460.84859389334,0,0,1,0,0,0,1,0,0,0,0,0,0,0
94,10910015,COMPLETED,Flour & Sugar,60810,62550,62550,CASH,4417949,-,125,WEB,2021-10-14T20:26:58.000Z,3591,361805301,Delivery,0,3.70144877604508,231525.6209416197,1,0,0,0,0,0,1,0,0,0,0,0,0,0
95,10832027,ORDERED,Flour & Sugar,40540,41700,41700,CASH,4417949,100,-,WEB,2021-10-14T20:26:58.000Z,3591,360390747,Delivery,0,3.70144877604508,154350.41396107982,0,0,1,0,0,0,1,0,0,0,0,0,0,0
96,10814326,COMPLETED,Flour & Sugar,81800,83400,83400,CASH,4417949,120,166,WEB,2021-10-14T20:26:58.000Z,3591,359986711,Delivery,0,3.70144877604508,308700.82792215963,1,0,0,0,0,0,1,0,0,0,0,0,0,0
97,10773846,CANCELLED,Flour & Sugar,61350,62550,62550,CASH,4417949,-,-,WEB,2021-10-14T20:26:58.000Z,3591,359228961,Delivery,0,3.70144877604508,231525.6209416197,0,0,0,0,0,0,1,0,0,0,0,0,0,0
98,10754224,ORDERED,Flour & Sugar,61350,62550,62550,CASH,4417949,-,-,WEB,2021-10-14T20:26:58.000Z,3591,358871159,Delivery,0,3.70144877604508,231525.6209416197,0,0,1,0,0,0,1,0,0,0,0,0,0,0
99,10734902,COMPLETED,Flour & Sugar,40900,41700,41700,CASH,4417949,-,83,WEB,2021-10-14T20:26:58.000Z,3591,358429257,Delivery,0,3.70144877604508,154350.41396107982,1,0,0,0,0,0,1,0,0,0,0,0,0,0
100,10690284,COMPLETED,Flour & Sugar,21850,22100,22100,CASH,4417949,120,44,WEB,2021-10-14T20:26:58.000Z,3591,357394028,Delivery,0,3.70144877604508,81802.01795059626,1,0,0,0,0,0,1,0,0,0,0,0,0,0
101,10683187,CANCELLED,Flour & Sugar,21900,23000,23000,CASH,4417949,200,-,WEB,2021-10-14T20:26:58.000Z,3591,357201058,Delivery,0,3.70144877604508,85133.32184903683,0,0,0,0,0,0,1,0,0,0,0,0,0,0
102,10604717,COMPLETED,Flour & Sugar,40900,41700,41700,CASH,4417949,-,83,WEB,2021-10-14T20:26:58.000Z,3591,355614438,Delivery,0,3.70144877604508,154350.41396107982,1,0,0,0,0,0,1,0,0,0,0,0,0,0
103,10587675,COMPLETED,Flour & Sugar,21900,23000,23000,CASH,4417949,500,46,WEB,2021-10-14T20:26:58.000Z,3591,355226983,Delivery,0,3.70144877604508,85133.32184903683,1,0,0,0,0,0,1,0,0,0,0,0,0,0
104,10587305,COMPLETED,Flour & Sugar,61350,62550,62550,CASH,4417949,-,125,WEB,2021-10-14T20:26:58.000Z,3591,355216856,Delivery,0,3.70144877604508,231525.6209416197,1,0,0,0,0,0,1,0,0,0,0,0,0,0
105,10581003,CANCELLED,Flour & Sugar,81800,83400,83400,CASH,4417949,1000,-,WEB,2021-10-14T20:26:58.000Z,3591,355029605,Delivery,0,3.70144877604508,308700.82792215963,0,0,0,0,0,0,1,0,0,0,0,0,0,0
106,10569030,COMPLETED,Flour & Sugar,40900,41700,41700,CASH,4417949,-,83,WEB,2021-10-14T20:26:58.000Z,3591,354785950,Delivery,0,3.70144877604508,154350.41396107982,1,0,0,0,0,0,1,0,0,0,0,0,0,0
107,10449920,CANCELLED,Flour & Sugar,40840,41700,41700,CASH,4417949,500,-,WEB,2021-10-14T20:26:58.000Z,3591,352193509,Delivery,0,3.70144877604508,154350.41396107982,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108,11260629,COMPLETED,Flour & Sugar,20370,20850,44650,Pay Later,4895684,41,89,WEB,2022-01-14T08:55:37.000Z,89,367980864,Delivery,0,3.70144877604508,165269.68785041283,1,0,0,0,0,0,1,0,0,0,0,0,0,0
109,11260629,COMPLETED,Flour & Sugar,20370,20850,44650,Pay Later,4895684,41,89,WEB,2022-01-14T08:55:37.000Z,89,367980864,Delivery,0,3.70144877604508,165269.68785041283,1,0,0,0,0,0,1,0,0,0,0,0,0,0
110,11260629,COMPLETED,Flour & Sugar,20370,20850,44650,Pay Later,4895684,41,89,WEB,2022-01-14T08:55:37.000Z,89,367980864,Delivery,0,3.70144877604508,165269.68785041283,1,0,0,0,0,0,1,0,0,0,0,0,0,0
